Timestamp,Message
2024-11-05 07:57:07, ------ Logger Start  ------
2024-11-05 07:57:10, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 07:57:10, Set program coordinate 0 zero point at(1257.995 * 5162.493)(WCS)
2024-11-05 07:57:10, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 07:57:10," Initial Breakpoint, Process Mode:0"
2024-11-05 07:57:24, TBCSShmThread wait for RTOS Run OK
2024-11-05 07:57:24, TBCSShmThread RTOS Run OK
2024-11-05 07:57:24, Enable BLT420
2024-11-05 07:57:24,\b Gas sensor malfunction
2024-11-05 07:57:24,\b \u20445?\u25252?\u38236?\u25277?\u23625?\u27668?\u21387?\u20256?\u24863?\u22120?\u22833?\u25928?
2024-11-05 07:57:24, Bcs100E Params Initialize
2024-11-05 07:57:25, CutSystem.RestoreState
2024-11-05 07:57:25, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 07:57:25, MachineCfg\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 07:57:25, AppStart
2024-11-05 07:57:25, Handset USB detected!
2024-11-05 07:57:25, NC module initialized!
2024-11-05 07:57:25, Cmd ready:\u20462?\u25913?\u23792?\u20540?\u21151?\u29575?
2024-11-05 07:57:25, Cmd ready:Modify Pressure
2024-11-05 07:57:25, Cmd ready:\u20462?\u25913?\u23792?\u20540?\u21151?\u29575?
2024-11-05 07:57:25, Cmd ready:Modify Pressure
2024-11-05 07:57:26, Maintenance reminder: Items need maintenance. Go to Maintenance module to maintain it!!
2024-11-05 07:57:26, Rebuilding Model...
2024-11-05 07:57:26, Completed
2024-11-05 07:57:26, Open File: C:\\Users\\CypTronic_Pro\\Desktop\\Compartida\\WORK\\020239.NC
2024-11-05 07:57:26, Current page:Plate Properties
2024-11-05 07:57:36, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:00:23, Command: \u26356?\u25913?\u26495?\u26448?\u21402?\u24230?
2024-11-05 08:00:23, *Cancel*
2024-11-05 08:00:23, Current page:FACut Laser Cutting System for Bevel
2024-11-05 08:00:29, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:03:04, Current page:Vertex Marking
2024-11-05 08:03:06, Current page:FACut Laser Cutting System for Bevel020239.NC
2024-11-05 08:03:11, Current page:Tilt Precision Calibration
2024-11-05 08:03:12, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:03:15, Current page:FACut Laser Cutting System for Bevel020239.NC
2024-11-05 08:03:18, Current page:Nozzle Correction
2024-11-05 08:03:22, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:03:28, Current page:FACut Laser Cutting System for Bevel020239.NC
2024-11-05 08:03:32, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:03:45, Current page:Visual calibration(done)
2024-11-05 08:03:53, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:05:50, Current page:FACut Laser Cutting System for Bevel020239.NC
2024-11-05 08:05:55, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:05:55, Current page:BLT Cutting Head Diagnosis
2024-11-05 08:06:05, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:06:54, Current page:FACut Laser Cutting System for Bevel020239.NC
2024-11-05 08:06:54, MachineCfg\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:06:56, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:07:08, Maintenance reminder: Items need maintenance. Go to Maintenance module to maintain it!!
2024-11-05 08:07:17, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:10:22, Current page:Bevel Property
2024-11-05 08:10:30, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:10:31, Current page:FACut Laser Cutting System for Bevel020239.NC
2024-11-05 08:10:41, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:17:08, Maintenance reminder: Items need maintenance. Go to Maintenance module to maintain it!!
2024-11-05 08:17:08, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:18:27, Handset V1.29
2024-11-05 08:18:27, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: X + jog
2024-11-05 08:18:27, Cmd ready:X + jog
2024-11-05 08:18:29, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:18:32,\b Alarm:X(Axis3)Positive limit alarm
2024-11-05 08:18:32, NewAlarm
2024-11-05 08:18:32, NewAlarmLimit
2024-11-05 08:18:32,"\b Cmd:X + jog, execution ended!"
2024-11-05 08:18:33, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: Stop X positive jog
2024-11-05 08:18:33, Cmd ready:Stop X positive jog
2024-11-05 08:18:33,"\b State jump error, Cmd:Stop X positive jog"
2024-11-05 08:18:33,\b HandleExtMsg Error Stop X positive jog
2024-11-05 08:18:40, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:19:50,\b Alarm:frente
2024-11-05 08:19:50, NewAlarm
2024-11-05 08:19:51,0 Clear Alarm:frente
2024-11-05 08:19:51, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:20:10,\b Alarm:frente
2024-11-05 08:20:10, NewAlarm
2024-11-05 08:20:12, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:20:15,0 Clear Alarm:frente
2024-11-05 08:20:15,\b Alarm:frente
2024-11-05 08:20:15, NewAlarm
2024-11-05 08:20:18,0 Clear Alarm:frente
2024-11-05 08:20:22, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:27:08, Maintenance reminder: Items need maintenance. Go to Maintenance module to maintain it!!
2024-11-05 08:27:10, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:37:08, Maintenance reminder: Items need maintenance. Go to Maintenance module to maintain it!!
2024-11-05 08:37:13, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:47:08, Maintenance reminder: Items need maintenance. Go to Maintenance module to maintain it!!
2024-11-05 08:47:15, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:51:11, Rebuilding Model...
2024-11-05 08:51:11, Completed
2024-11-05 08:51:11, Open File: C:\\Users\\CypTronic_Pro\\Desktop\\Compartida\\WORK\\205339.NC
2024-11-05 08:51:11, Current page:Plate Properties
2024-11-05 08:51:15, Current page:FACut Laser Cutting System for Bevel020239.NC
2024-11-05 08:51:20, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:51:43, Rebuilding Model...
2024-11-05 08:51:43, Completed
2024-11-05 08:51:43, Open File: C:\\Users\\CypTronic_Pro\\Desktop\\Compartida\\WORK\\CNC-cortados\\020239.NC
2024-11-05 08:51:43, Current page:Plate Properties
2024-11-05 08:51:51, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:51:52, Current page:FACut Laser Cutting System for Bevel205339.NC
2024-11-05 08:52:00, Rebuilding Model...
2024-11-05 08:52:00, Completed
2024-11-05 08:52:00, Open File: C:\\Users\\CypTronic_Pro\\Desktop\\Compartida\\WORK\\CNC-cortados\\020238.NC
2024-11-05 08:52:00, Current page:Plate Properties
2024-11-05 08:52:01, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:52:04, Command: \u26356?\u25913?\u26495?\u26448?\u21402?\u24230?
2024-11-05 08:52:04, *Cancel*
2024-11-05 08:52:04, Current page:FACut Laser Cutting System for Bevel020239.NC
2024-11-05 08:52:11, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:52:12, Cmd ready:X - jog
2024-11-05 08:52:12,\b Cmd is out of X axis range
2024-11-05 08:52:13,0 Clear Alarm:X(Axis3)Positive limit alarm
2024-11-05 08:52:14, Cmd ready:Stop X negative jog
2024-11-05 08:52:21, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:52:22, Cmd ready:\u36820?\u22238?\u26631?\u35760?\u28857?
2024-11-05 08:52:22," \u36820?\u22238?\u26631?\u35760?\u28857?5\u65306?(373.750, 455.417 mm)"
2024-11-05 08:52:32, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:52:44, Current page:Technique Settings
2024-11-05 08:52:46, Current page:Select Technique
2024-11-05 08:52:52, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:53:01, Current page:Technique Settings
2024-11-05 08:53:02, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:53:03, Current page:FACut Laser Cutting System for Bevel020238.NC
2024-11-05 08:53:12, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:53:15, Cmd ready:X + jog
2024-11-05 08:53:16, Cmd ready:Stop X positive jog
2024-11-05 08:53:16, Cmd ready:Y - jog
2024-11-05 08:53:18, Cmd ready:Stop Y negative jog
2024-11-05 08:53:18, Cmd ready:X + jog
2024-11-05 08:53:18,\b Cmd is out of Y axis range
2024-11-05 08:53:22, Cmd ready:Stop X positive jog
2024-11-05 08:53:23, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:53:24,\b Alarm:frente
2024-11-05 08:53:24, NewAlarm
2024-11-05 08:53:25,\b Alarm:Cutting head hits the plate
2024-11-05 08:53:25, NewAlarm
2024-11-05 08:53:25, NewAlarmBCS100
2024-11-05 08:53:30,\b Warning:Correct the pendulum after nozzle replacement
2024-11-05 08:53:30,\b Calibrate the capacitance again and gas on after changeing nozzle
2024-11-05 08:53:30,0 Clear Alarm:Cutting head hits the plate
2024-11-05 08:53:33, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:53:37,\b Alarm:Cutting head hits the plate
2024-11-05 08:53:37, NewAlarm
2024-11-05 08:53:37, NewAlarmBCS100
2024-11-05 08:53:41,\b Alarm:Capacitance 0
2024-11-05 08:53:41, NewAlarm
2024-11-05 08:53:41, NewAlarmBCS100
2024-11-05 08:53:41,0 Clear Alarm:Cutting head hits the plate
2024-11-05 08:53:41,\b Alarm:Cutting head hits the plate
2024-11-05 08:53:41, NewAlarm
2024-11-05 08:53:41, NewAlarmBCS100
2024-11-05 08:53:42,0 Clear Alarm:Capacitance 0
2024-11-05 08:53:43, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:53:44,0 Clear Alarm:frente
2024-11-05 08:53:44,0 Clear Alarm:Cutting head hits the plate
2024-11-05 08:53:54, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:53:55, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Y + jog
2024-11-05 08:53:55, Cmd ready:Y + jog
2024-11-05 08:53:55,\b Cmd is out of Y axis range
2024-11-05 08:53:56, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: Stop Y positive jog
2024-11-05 08:53:56, Cmd ready:Stop Y positive jog
2024-11-05 08:53:57, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: X - jog
2024-11-05 08:53:57, Cmd ready:X - jog
2024-11-05 08:53:59, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: Stop X negative jog
2024-11-05 08:53:59, Cmd ready:Stop X negative jog
2024-11-05 08:54:00, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Y + jog
2024-11-05 08:54:00, Cmd ready:Y + jog
2024-11-05 08:54:00, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: Stop Y positive jog
2024-11-05 08:54:00, Cmd ready:Stop Y positive jog
2024-11-05 08:54:02, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Follow On/Off
2024-11-05 08:54:02, Cmd ready:Follow On/Off
2024-11-05 08:54:02, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
2024-11-05 08:54:02, Cmd ready:NM_NAN
2024-11-05 08:54:02,"\b State jump error, Cmd:NM_NAN"
2024-11-05 08:54:02,\b HandleExtMsg Error NM_NAN
2024-11-05 08:54:04, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:54:15, Current page:Calibrate
2024-11-05 08:54:16, Cmd ready:Height controller capacitance calibration
2024-11-05 08:54:24, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:54:25," Capacitance calibration succeed,Stability:Excellent,Smoothness:Excellent"
2024-11-05 08:54:25, HighPosDif:4
2024-11-05 08:54:25, MachineCfg\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:54:25,0 Clear Warning:Correct the pendulum after nozzle replacement
2024-11-05 08:54:35, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:54:48, Cmd ready:\u27668?\u21387?\u26631?\u23450?
2024-11-05 08:54:55, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:54:56, MachineCfg\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:55:02, Current page:FACut Laser Cutting System for Bevel020238.NC
2024-11-05 08:55:02, MachineCfg\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:55:05, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:55:09, Cmd ready:\u36820?\u22238?\u26631?\u35760?\u28857?
2024-11-05 08:55:09," \u36820?\u22238?\u26631?\u35760?\u28857?3\u65306?(3000.000, 12050.000 mm)"
2024-11-05 08:55:16, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 08:57:08, Maintenance reminder: Items need maintenance. Go to Maintenance module to maintain it!!
2024-11-05 08:57:08, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 09:00:29, Cmd ready:Return zero point
2024-11-05 09:00:29," UCS return zero: (1257.995, 5162.493 mm) (WCS)"
2024-11-05 09:00:32, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 09:00:57, Cmd ready:\u36820?\u22238?\u26631?\u35760?\u28857?
2024-11-05 09:00:57," \u36820?\u22238?\u26631?\u35760?\u28857?5\u65306?(373.750, 455.417 mm)"
2024-11-05 09:01:02, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 09:01:46, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: FindEdge
2024-11-05 09:01:46, Cmd ready:FindEdge
2024-11-05 09:01:46, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
2024-11-05 09:01:46, Cmd ready:NM_NAN
2024-11-05 09:01:46,"\b State jump error, Cmd:NM_NAN"
2024-11-05 09:01:46,\b HandleExtMsg Error NM_NAN
2024-11-05 09:01:46, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
2024-11-05 09:01:46, Cmd ready:NM_NAN
2024-11-05 09:01:46,"\b State jump error, Cmd:NM_NAN"
2024-11-05 09:01:46,\b HandleExtMsg Error NM_NAN
2024-11-05 09:01:53, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 09:01:58, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 09:01:58, Set program coordinate 0 zero point at(373.745 * 455.421)(WCS)
2024-11-05 09:01:58, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 09:01:59, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Y - jog
2024-11-05 09:01:59, Cmd ready:Y - jog
2024-11-05 09:02:00, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: Stop Y negative jog
2024-11-05 09:02:00, Cmd ready:Stop Y negative jog
2024-11-05 09:02:01, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Y + jog
2024-11-05 09:02:01, Cmd ready:Y + jog
2024-11-05 09:02:02, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: Stop Y positive jog
2024-11-05 09:02:02, Cmd ready:Stop Y positive jog
2024-11-05 09:02:03, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: X - jog
2024-11-05 09:02:03, Cmd ready:X - jog
2024-11-05 09:02:04, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 09:02:07, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: Stop X negative jog
2024-11-05 09:02:07, Cmd ready:Stop X negative jog
2024-11-05 09:02:08, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: X - jog
2024-11-05 09:02:08, Cmd ready:X - jog
2024-11-05 09:02:08, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: Stop X negative jog
2024-11-05 09:02:08, Cmd ready:Stop X negative jog
2024-11-05 09:02:09, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Z - jog
2024-11-05 09:02:09, Cmd ready:Z - jog
2024-11-05 09:02:14, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: Stop Z negative jog
2024-11-05 09:02:14, Cmd ready:Stop Z negative jog
2024-11-05 09:02:14, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
2024-11-05 09:02:15, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: X + jog
2024-11-05 09:02:15, Cmd ready:X + jog
2024-11-05 09:02:15, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: Stop X positive jog
2024-11-05 09:02:15, Cmd ready:Stop X positive jog
2024-11-05 09:02:15,"\b State jump error, Cmd:Stop X positive jog"
2024-11-05 09:02:15,\b HandleExtMsg Error Stop X positive jog
2024-11-05 09:02:16, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: X + jog
2024-11-05 09:02:16, Cmd ready:X + jog
2024-11-05 09:02:16, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: Stop X positive jog
2024-11-05 09:02:16, Cmd ready:Stop X positive jog
2024-11-05 09:02:16, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: X + jog
2024-11-05 09:02:16, Cmd ready:X + jog
2024-11-05 09:02:16, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: Stop X positive jog
2024-11-05 09:02:16, Cmd ready:Stop X positive jog
2024-11-05 09:02:17, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Y - jog
2024-11-05 09:02:17, Cmd ready:Y - jog
2024-11-05 09:02:17, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: Stop Y negative jog
2024-11-05 09:02:17, Cmd ready:Stop Y negative jog
2024-11-05 09:02:17,"\b State jump error, Cmd:Stop Y negative jog"
2024-11-05 09:02:17,\b HandleExtMsg Error Stop Y negative jog
2024-11-05 09:02:17, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Y - jog
